floor,room_number,room_type,door_coordinate,accessible_door,inside_accessbility,room_name,building_name,tags
300,310,,"{0,0}",,,,West Hall,
300,310A,Office,"{0,0}",,,,West Hall,
300,310B,Office,"{0,0}",,,,West Hall,
300,311,Office,"{0,0}",,,,West Hall,
300,311A,Office,"{0,0}",,,,West Hall,
300,311B,Office,"{0,0}",,,,West Hall,
300,311C,Office,"{0,0}",,,,West Hall,
300,311D,Office,"{0,0}",,,,West Hall,
300,311F,Office,"{0,0}",,,,West Hall,
300,311G,Office,"{0,0}",,,,West Hall,
300,312,Office,"{0,0}",,,,West Hall,
300,312A,Office,"{0,0}",,,,West Hall,
300,312B,Office,"{0,0}",,,,West Hall,
300,312C,Office,"{0,0}",,,,West Hall,
300,312D,Office,"{0,0}",,,,West Hall,
300,312F,Office,"{0,0}",,,,West Hall,
300,312G,Office,"{0,0}",,,,West Hall,
300,313,Hallway,"{0,0}",,,,West Hall,
300,313A,Office,"{0,0}",,,,West Hall,
300,313B,Office,"{0,0}",,,,West Hall,
300,313C,Office,"{0,0}",,,,West Hall,
300,314,Office,"{0,0}",,,,West Hall,
300,314A,Office,"{0,0}",,,,West Hall,
300,314B,Office,"{0,0}",,,,West Hall,
300,314C,Office,"{0,0}",,,,West Hall,
300,314D,Office,"{0,0}",,,,West Hall,
300,314F,Office,"{0,0}",,,,West Hall,
300,315,Office,"{0,0}",,,,West Hall,
300,315A,Office,"{0,0}",,,,West Hall,
300,315B,Office,"{0,0}",,,,West Hall,
300,315C,Lab,"{0,0}",,,,West Hall,
300,316,Office,"{0,0}",,,,West Hall,
300,317,Office,"{0,0}",,,,West Hall,
300,318,Office,"{0,0}",,,,West Hall,
300,319,Bathroom(M),"{0,0}",,,,West Hall,
300,320,Bathroom(W),"{0,0}",,,,West Hall,
300,321,Lab,"{0,0}",,,,West Hall,
300,322,Office,"{0,0}",,,,West Hall,
300,323.01,Lab,"{0,0}",,,,West Hall,
300,323.02,Lab,"{0,0}",,,,West Hall,
300,323A,Lab,"{0,0}",,,,West Hall,
300,323B,Lab,"{0,0}",,,,West Hall,
300,323C,Lab,"{0,0}",,,,West Hall,
300,323D,Lab,"{0,0}",,,,West Hall,
300,324,,"{0,0}",,,,West Hall,
300,325,Lab,"{0,0}",,,,West Hall,
